,drugname,chembl,canonical
12749,POLYDATIN,CHEMBL142652,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
12750,POLYDATIN,CHEMBL1990895,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
12752,POLYDATIN,CHEMBL509386,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
12759,POLYETHYLENE,CHEMBL117822,C=C
12765,POLYETHYLENE GLYCOL 1000,CHEMBL457299,C(CO)O
12766,POLYETHYLENE GLYCOL 400,CHEMBL457299,C(CO)O
12768,POLYETHYLENE GLYCOL 6000,CHEMBL457299,C(CO)O
12770,POLYETHYLENE GLYCOLS,CHEMBL457299,C(CO)O
12771,POLYETHYLENEIMINE,CHEMBL540990,C1CN1
12772,POLYHEXAMETHYLENEGUANIDINE,CHEMBL80081,CCCCNC(=NCCCC)N
12774,POLYMARCINE,CHEMBL1411246,C(CNC(=S)[S-])NC(=S)[S-].[Zn+2]
12776,POLYMETHYL METHACRYLATE,CHEMBL49996,CC(=C)C(=O)OC
12789,POLYPHENOLS,CHEMBL297453,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
12790,POLYSTYRENES,CHEMBL285235,C=CC1=CC=CC=C1
12797,PONCIRIN,CHEMBL451050,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)OC)O)CO)O)O)O)O)O
12806,POTASSIUM,CHEMBL1201290,[K]
12809,POTASSIUM BROMATE,CHEMBL2311074,[O-]Br(=O)=O.[K+]
12861,POTASSIUM PERCHLORATE,CHEMBL1200696,[O-]Cl(=O)(=O)=O.[K+]
12866,PRAERUPTORIN A,CHEMBL1378488,CC=C(C)C(=O)OC1C(C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)C
12868,PRAERUPTORIN A,CHEMBL3577347,CC=C(C)C(=O)OC1C(C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)C
12869,PRAERUPTORIN A,CHEMBL2376509,CC=C(C)C(=O)OC1C(C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)C
12951,"PREGNA-4,17-DIENE-3,16-DIONE",CHEMBL402063,CC=C1C(=O)CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
12952,"PREGNA-4,17-DIENE-3,16-DIONE",CHEMBL410683,CC=C1C(=O)CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
12954,PREGNANOLONE,CHEMBL210952,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
12956,PREGNANOLONE,CHEMBL1908049,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
12960,PREGNENOLONE CARBONITRILE,CHEMBL1400945,CC(=O)C1C(CC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C#N
12962,PREGNENOLONE CARBONITRILE,CHEMBL2006916,CC(=O)C1C(CC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C#N
12969,PRIMYCIN,CHEMBL2104433,CCCCC1C(C(CCC(CCCC(CCCC(C(=CC(C(CC(CC(CC(CC(CCCCC(=CC(C(OC1=O)C(C)C(CCCN=C(N)N)O)C)C)O)O)O)O)O)OC2C(C(C(O2)CO)O)O)C)O)O)O)C)O
12977,PRISTIMERIN,CHEMBL54804,CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C)O
12979,PRISTIMERIN,CHEMBL4207055,CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)OC)C)C)C)C)O
12984,PROADIFEN,CHEMBL282567,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC
12985,PROADIFEN,CHEMBL347036,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC.Cl
12989,PROANTHOCYANIDINS,CHEMBL503797,COC1=C(C=C(C=C1O)C2C(CC3=C(O2)C(=C(C=C3O)O)C4C(C(OC5=CC(=CC(=C45)O)O)C6=CC=C(C=C6)O)O)O)O
13008,PROCHLORAZ,CHEMBL522782,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2
13012,PROCYANIDIN B2,CHEMBL38714,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
13013,PROCYANIDIN B2,CHEMBL1253314,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
13014,PROCYANIDIN B2,CHEMBL501490,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
13015,PROCYANIDIN B2,CHEMBL447373,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
13018,PROCYANIDIN B2,CHEMBL1590914,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
13023,PROCYANIDIN B2,CHEMBL504937,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
13028,PROCYANIDIN B3,CHEMBL38714,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
13029,PROCYANIDIN B3,CHEMBL1253314,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
13030,PROCYANIDIN B3,CHEMBL501490,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O
13033,PROCYMIDONE,CHEMBL513678,CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C
13068,PROLINEDITHIOCARBAMATE,CHEMBL414426,C1CC(NC1)C(=S)S
13078,PROPACETAMOL,CHEMBL1851805,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C
13079,PROPACETAMOL,CHEMBL1795480,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C.Cl
13080,PROPANIL,CHEMBL1222498,CCC(=O)NC1=CC(=C(C=C1)Cl)Cl
13084,PROPARGYLGLYCINE,CHEMBL50483,C#CCC(C(=O)O)N
13085,PROPARGYLGLYCINE,CHEMBL1993296,C#CCNCC(=O)O
13086,PROPARGYLGLYCINE,CHEMBL51369,C#CCC(C(=O)O)N
13088,PROPICONAZOLE,CHEMBL560579,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl
13098,PROPIONALDEHYDE,CHEMBL275626,CCC=O
13117,PROPOLIS,CHEMBL13766,COC1=CC=CC=C1O
13131,PROPYLPARABEN,CHEMBL194014,CCCOC(=O)C1=CC=C(C=C1)O
13143,PROSCILLARIDIN,CHEMBL1977418,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
13145,PROSCILLARIDIN,CHEMBL600325,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
13147,PROSCILLARIDIN,CHEMBL1394937,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
13150,PROSCILLARIDIN,CHEMBL1551716,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
13152,PROSCILLARIDIN,CHEMBL1405122,CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O
13157,PROSTAGLANDIN A1,CHEMBL1084644,CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O
13167,PROSTAGLANDIN A2,CHEMBL1084643,CCCCCC(C=CC1C=CC(=O)C1CC=CCCCC(=O)O)O
13200,PROSTAGLANDIN E3,CHEMBL2074717,CCC=CCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
13207,PROSTAGLANDINS E,CHEMBL1568222,C1C(O1)COC2=CC=CC=C2
13214,PROSTRATIN,CHEMBL170518,CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C
13227,PROTOPORPHYRIN IX,CHEMBL267548,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
13228,PROTOPORPHYRIN IX,CHEMBL276179,CCC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)O)CCC(=O)O)C)C)CC)C
13239,PRUNETIN,CHEMBL491174,COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O
13242,PS1145,CHEMBL79004,C1=CC(=CN=C1)C(=O)NC2=CC(=CC3=C2NC4=C3C=CN=C4)Cl
13243,PSEUDOCUMENE,CHEMBL1797280,CC1=CC(=C(C=C1)C)C
13252,PTC-209,CHEMBL468984,CC1=C(N2C=CC=NC2=N1)C3=CSC(=N3)NC4=C(C=C(C=C4Br)OC)Br
13253,PTEROSTILBENE,CHEMBL4303505,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC
13254,PTEROSTILBENE,CHEMBL83527,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC
13255,PTEROSTILBENE,CHEMBL87712,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC
13257,PUERARIN,CHEMBL486386,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
13258,PUERARIN,CHEMBL1319403,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
13259,PUERARIN,CHEMBL1334785,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O
13273,PULEGONE,CHEMBL1898498,CC1CCC(=C(C)C)C(=O)C1
13274,PULEGONE,CHEMBL2924219,CC1CCC(=C(C)C)C(=O)C1
13275,PULEGONE,CHEMBL366136,CC1CCC(=C(C)C)C(=O)C1
13277,PUNICALAGIN,CHEMBL1984101,C1C(C(OC(=O)C2=CC(=C(C(=C2C3=C(C(=C4C5=C3C(=O)OC6=C(C(=C(C7=C(C(=C(C=C7C(=O)O1)O)O)O)C(=C56)C(=O)O4)O)O)O)O)O)O)O)C8C(OC(=O)C9=CC(=C(C(=C9C1=C(C(=C(C=C1C(=O)O8)O)O)O)O)O)O)C=O)O
13280,PUNICALAGIN,CHEMBL506814,C1C2C(C3C(C(O2)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O3)O)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6C7=C(C(=C8C9=C7C(=O)OC2=C(C(=C(C3=C(C(=C(C=C3C(=O)O1)O)O)O)C(=C92)C(=O)O8)O)O)O)O)O)O)O
13301,PUROMYCIN AMINONUCLEOSIDE,CHEMBL4098422,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)N)O
13302,PUROMYCIN AMINONUCLEOSIDE,CHEMBL1233071,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)N)O
13305,PUROMYCIN AMINONUCLEOSIDE,CHEMBL2004268,CN(C)C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO
13314,PYOCYANINE,CHEMBL2289232,CN1C2=CC=CC=C2N=C3C1=CC=CC3=O
13318,PYRACHLOSTROBIN,CHEMBL519873,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC
13322,PYRENE,CHEMBL44814,C(Cl)(Cl)(Cl)Cl
13323,PYRENE,CHEMBL279564,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2
13327,PYRIDABEN,CHEMBL225963,CC(C)(C)C1=CC=C(C=C1)CSC2=C(C(=O)N(N=C2)C(C)(C)C)Cl
13328,PYRIDABEN,CHEMBL540994,C1=C(C2=C(N1)N=CN=C2Cl)I
13333,"PYRIDOXAL PHOSPHATE-6-AZOPHENYL-2',4'-DISULFONIC ACID",CHEMBL69234,CC1=C(C(=C(C(=N1)N=NC2=C(C=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)COP(=O)(O)O)C=O)O
13334,"PYRIDOXAL PHOSPHATE-6-AZOPHENYL-2',4'-DISULFONIC ACID",CHEMBL1256743,CC1=C(C(=C(C(=N1)N=NC2=C(C=C(C=C2)S(=O)(=O)[O-])S(=O)(=O)[O-])COP(=O)([O-])[O-])C=O)O.[Na+].[Na+].[Na+].[Na+]
13335,PYRIDOXAMINE,CHEMBL593019,CC1=NC=C(C(=C1O)CN)CO
13347,PYRIMETHANIL,CHEMBL540677,CC1=CC(=NC(=N1)NC2=CC=CC=C2)C
13351,PYRITHIONE ZINC,CHEMBL1200471,C1=CC(=S)N(C=C1)[O-].C1=CC(=S)N(C=C1)[O-].[Zn+2]
13356,PYRROLIDINE DITHIOCARBAMIC ACID,CHEMBL399491,C1CCN(C1)C(=S)S
13361,PYRVINIUM,CHEMBL1201303,CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C
13363,PYRVINIUM,CHEMBL1908377,CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)[O-])[O-])C(=O)O
13367,QUERCETAGETIN,CHEMBL413552,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)O)O)O)O)O
13376,QUERCETIN 3-O-GLUCURONIDE,CHEMBL520546,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O
13377,QUERCETIN 3-O-GLUCURONIDE,CHEMBL1506682,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O
13379,QUERCITRIN,CHEMBL82242,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
13387,QUERCITRIN,CHEMBL1707283,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O.O
13388,QUERCITRIN,CHEMBL479232,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
13435,QUINOLINE,CHEMBL14474,C1=CC=C2C(=C1)C=CC=N2
13438,QUINOLINE,CHEMBL418350,C1OC2=C(O1)C=C3C(=C2)C(=O)C=C(N3)C4=CC=CC=C4
13449,QUINONE,CHEMBL8320,C1=CC(=O)C=CC1=O
13453,QUINOXYFEN,CHEMBL1869863,C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F
13454,R 121919,CHEMBL309138,CCCN(CCC)C1=CC(=NC2=C(C(=NN12)C)C3=CN=C(C=C3C)N(C)C)C
13455,R 59949,CHEMBL261131,C1CN(CCC1=C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)CCN4C(=O)C5=CC=CC=C5NC4=S
13457,RACECADOTRIL,CHEMBL1516410,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2
13458,RACECADOTRIL,CHEMBL2103772,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2
13461,RACLOPRIDE,CHEMBL308129,CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O
13462,RACLOPRIDE,CHEMBL8809,CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O
13463,RACLOPRIDE,CHEMBL2104769,CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O
13518,REBAUDIOSIDE A,CHEMBL430341,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)OC7C(C(C(C(O7)CO)O)O)O)O)(C)C(=O)OC8C(C(C(C(O8)CO)O)O)O
13538,REMDESIVIR,CHEMBL4065616,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4
13576,RESINIFERATOXIN,CHEMBL448382,CC1CC2(C3C4C1(C5C=C(C(=O)C5(CC(=C4)COC(=O)CC6=CC(=C(C=C6)O)OC)O)C)OC(O3)(O2)CC7=CC=CC=C7)C(=C)C
13590,RESMETHRIN,CHEMBL1879822,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
13591,RESMETHRIN,CHEMBL2106605,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
13596,RESOLVIN D1,CHEMBL482796,CCC=CCC(C=CC=CC=CC=CC(C(CC=CCCC(=O)O)O)O)O
13605,RESORCINOL,CHEMBL24147,C1=CC(=CC(=C1)O)O
13606,RESORCINOL,CHEMBL1593874,CC(=O)OC1=CC=CC(=C1)O
13638,RHEIN,CHEMBL418068,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O
13640,RHEIN,CHEMBL1668786,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
13649,RHYNCOPHYLLINE,CHEMBL480521,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
13650,RHYNCOPHYLLINE,CHEMBL519266,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
13653,RHYNCOPHYLLINE,CHEMBL1909423,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
13654,RHYNCOPHYLLINE,CHEMBL1909424,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
13655,RHYNCOPHYLLINE,CHEMBL1668786,CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O
13699,RIDAIFEN-B,CHEMBL392916,CCC(=C(C1=CC=C(C=C1)OCCN2CCCC2)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5
13799,RO 106-9920,CHEMBL271023,C1=CC=C(C=C1)S(=O)C2=NN3C(=NN=N3)C=C2
13800,RO 31-8220,CHEMBL6291,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N
13801,RO 31-8220,CHEMBL6332,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCCC(=N)N
13802,RO 31-8220,CHEMBL1591531,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N.CS(=O)(=O)O
13803,RO 31-8425,CHEMBL421565,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)CN
13817,ROFLUMILAST N-OXIDE,CHEMBL4082392,C1CC1COC2=C(C=CC(=C2)C(=O)N=C3C(=CN(C=C3Cl)O)Cl)OC(F)F
13838,ROQUEFORTINE,CHEMBL517788,CC(C)(C=C)C12CC3C(=O)NC(=CC4=CN=CN4)C(=O)N3C1NC5=CC=CC=C25
13839,ROQUINIMEX,CHEMBL11672,CN1C2=CC=CC=C2C(=C(C1=O)C(=O)N(C)C3=CC=CC=C3)O
13845,RORIDIN A,CHEMBL334648,CC1CCOC(C=CC=CC(=O)OC2CC3C4(C2(C5(CCC(=CC5O3)C)COC(=O)C1O)C)CO4)C(C)O
13876,ROSMARINIC ACID,CHEMBL2111558,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
13877,ROSMARINIC ACID,CHEMBL3098862,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
13879,ROSMARINIC ACID,CHEMBL324842,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
13880,ROSMARINIC ACID,CHEMBL66966,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
13881,ROSMARINIC ACID,CHEMBL1315100,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
13883,ROSMARINIC ACID,CHEMBL507166,CC(C)C1=C(C(=C2C(=C1)C(C3C4C2(CCCC4(C)C)C(=O)O3)O)O)O
13912,ROTENONE,CHEMBL418710,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
13913,ROTENONE,CHEMBL429023,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
13917,ROTENONE,CHEMBL1518927,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
13920,ROTENONE,CHEMBL4108520,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC
13923,ROTTLERIN,CHEMBL34241,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C=CC4=CC=CC=C4)O)O
13924,ROTTLERIN,CHEMBL1330502,CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C=CC4=CC=CC=C4)O)O
13952,RTKI CPD,CHEMBL7917,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC
13953,RTKI CPD,CHEMBL540068,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC.Cl
13955,RU 43044,CHEMBL363151,CC#CC1(CCC2C1(CC=C3C2CCC4=CC(=O)CCC43CC5=CC=C(C=C5)C)C)O
13958,RUCAPARIB,CHEMBL2105733,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
13959,RUCAPARIB,CHEMBL1173055,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2
13961,RUSCOGENIN,CHEMBL1169820,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(C(CC(C6)O)O)C)C)C)OC1
13973,RUTECARPINE,CHEMBL85139,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4
14017,"S-1,2-DICHLOROVINYL-N-ACETYLCYSTEINE",CHEMBL2075003,CC(=O)NC(CSC(=CCl)Cl)C(=O)O
14045,S-METHYLISOTHIOPSEUDOURONIUM,CHEMBL356703,CSC(=N)N
14046,S-METHYLISOTHIOPSEUDOURONIUM,CHEMBL1358112,CSC(=N)N.CSC(=N)N.OS(=O)(=O)O
14049,S-NITRO-N-ACETYLPENICILLAMINE,CHEMBL73188,CC(=O)NC(C(=O)O)C(C)(C)SN=O
14052,S-NITROSO-N-ACETYLPENICILLAMINE,CHEMBL27308,CC(=O)NC(C(=O)O)C(C)(C)SN=O
14053,S-NITROSO-N-ACETYLPENICILLAMINE,CHEMBL347940,CC(=O)NC(C(=O)O)C(C)(C)SN=O
14054,S-NITROSO-N-ACETYLPENICILLAMINE,CHEMBL73188,CC(=O)NC(C(=O)O)C(C)(C)SN=O
14056,S-NITROSOGLUTATHIONE,CHEMBL1200728,C(=N)(N)N.Cl
14057,S-NITROSOGLUTATHIONE,CHEMBL63507,C(CC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(C(=O)O)N
14059,S-NITROSOGLUTATHIONE,CHEMBL1527722,C(CC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(C(=O)O)N
14060,SACCHARIN,CHEMBL310671,C1=CC=C2C(=C1)C(=O)NS2(=O)=O
14061,SACCHARIN,CHEMBL2219732,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=O)N=S2(=O)[O-].[Ca+2]
14062,SACCHARIN,CHEMBL2219743,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+]
14067,SAIKOSAPONIN,CHEMBL3613719,CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C=CC56C4(CC(C7(C5CC(CC7)(C)C)CO6)O)C)C)C)O)OC8C(C(C(C(O8)CO)O)O)O)O
14107,SALUBRINAL,CHEMBL180127,C1=CC=C(C=C1)C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=CC3=C2N=CC=C3
14109,SALVIANOLIC ACID A,CHEMBL457077,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)C=CC3=CC(=C(C=C3)O)O)O)O
14117,SALVIANOLIC ACID B,CHEMBL1615434,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O
14118,SALVIANOLIC ACID B,CHEMBL3747259,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O
14119,SALVIANOLIC ACID B,CHEMBL2261308,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O
14121,SALVIANOLIC ACID B,CHEMBL541265,C1=CC(=C(C=C1CC(C(=O)O)OC(C2C(OC3=CC(=CC(=C23)C=CC(=O)OC(CC4=CC(=C(C=C4)O)O)C(=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O
