,drugbank_id,drugname,canonical
638,DB01592,IRON COMPOUNDS,[Fe]
639,DB01593,ZINC,[Zn]
640,DB01593,ZINC NITRATE,[Zn]
641,DB01599,PROBUCOL,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C
642,DB01601,LOPINAVIR,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O
643,DB01606,TAZOBACTAM,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3
644,DB01611,HYDROXYCHLOROQUINE,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO
645,DB01638,MANNITOL,C(C(C(C(C(CO)O)O)O)O)O
646,DB01645,GENISTEIN,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
647,DB01656,ROFLUMILAST,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
648,DB01676,TRINITROTOLUENE,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
649,DB01677,FUMARIC ACID,C(=CC(=O)[O-])C(=O)[O-]
650,DB01683,CHYMOSTATIN,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C=O)NC(=O)C(C2CCN=C(N2)N)NC(=O)NC(CC3=CC=CC=C3)C(=O)O
651,DB01688,4-CRESOL,CC1=CC=C(C=C1)O
652,DB01692,DITHIOTHREITOL,C(C(C(CS)O)O)S
653,DB02184,DITHIOTHREITOL,C(C(C(CS)O)O)S
654,DB01696,URIC ACID,C12=C(NC(=O)N1)NC(=O)NC2=O
655,DB08844,URIC ACID,C12=C(NC(=O)N1)NC(=O)NC2=O
656,DB01700,AICA RIBONUCLEOTIDE,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N
657,DB01708,DEHYDROEPIANDROSTERONE,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
658,DB01722,ETHYLBENZENE,CCC1=CC=CC=C1
659,DB01726,2-AMINOPHENOL,C1=CC=C(C(=C1)N)O
660,DB01750,1-NAPHTHALENEACETIC ACID,C1=CC=C2C(=C1)C=CC=C2CC(=O)O
661,DB01759,KOJIC ACID,C1=C(OC=C(C1=O)O)CO
662,DB01759,PHENYLBUTAZONE,C1=C(OC=C(C1=O)O)CO
663,DB01762,ACETOACETIC ACID,CC(=O)CC(=O)O
664,DB01775,GLYCEROL,C(C(=O)CO)O
665,DB01779,BETA-GLYCEROPHOSPHORIC ACID,C(C(CO)OP(=O)(O)O)O
666,DB01782,PYRAZOLANTHRONE,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O
667,DB01783,PANTOTHENIC ACID,CC(C)(CO)C(C(=O)NCCC(=O)O)O
668,DB01796,QUINOLINIC ACID,C1=CC(=C(N=C1)C(=O)O)C(=O)O
669,DB01839,PROPYLENE GLYCOL,CC(CO)O
670,DB01852,KAEMPFEROL,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
671,DB01880,CAFFEIC ACID,C1=CC(=C(C=C1C=CC(=O)O)O)O
672,DB01892,HYPERFORIN,CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C
673,DB01900,TOLUENE,CC1=CC=CC=C1
674,DB01919,LAURIC ACID,CCCCC=O
675,DB01919,PENTANAL,CCCCC=O
676,DB01919,VALSARTAN,CCCCC=O
677,DB01928,HUPERZINE A,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
678,DB01941,LG 100268,CC1=CC2=C(C=C1C3(CC3)C4=NC=C(C=C4)C(=O)O)C(CCC2(C)C)(C)C
679,DB01941,LG 268,CC1=CC2=C(C=C1C3(CC3)C4=NC=C(C=C4)C(=O)O)C(CCC2(C)C)(C)C
680,DB01942,ACETIC ACID,C(=O)O
681,DB01942,CITRIC ACID,C(=O)O
682,DB01942,METHANOL,C(=O)O
683,DB01954,ROLIPRAM,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3
684,DB03606,ROLIPRAM,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3
685,DB04149,ROLIPRAM,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3
686,DB01956,TAURINE,C(CS(=O)(=O)O)N
687,DB01971,UROCANIC ACID,C1=C(NC=N1)C=CC(=O)O
688,DB02000,4-PHENYLBUTYRIC ACID,C1=CC=C(C=C1)CCCC(=O)O
689,DB02010,STAUROSPORINE,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC
690,DB02021,FIDARESTAT,C1C(OC2=C(C13C(=O)NC(=O)N3)C=C(C=C2)F)C(=O)N
691,DB02101,FIDARESTAT,C1C(OC2=C(C13C(=O)NC(=O)N3)C=C(C=C2)F)C(=O)N
692,DB02032,CAPTOPRIL,CC(CS)C(=O)N1CCCC1C(=O)O
693,DB02044,N-(3-(AMINOMETHYL)BENZYL)ACETAMIDINE,CC(=NCC1=CC=CC(=C1)CN)N
694,DB02056,PROSTAGLANDIN D2,CCCCCC(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O
695,DB02095,ISATIN,C1=CC=C2C(=C1)C(=O)C(=O)N2
696,DB02097,CYTARABINE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
697,DB02097,CYTIDINE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
698,DB02123,GLYCOCHENODEOXYCHOLIC ACID,CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
699,DB02134,THEOPHYLLINE,C1=NC2=C(N1)C(=O)NC(=O)N2
700,DB02141,"S,S'-1,4-PHENYLENE-BIS(1,2-ETHANEDIYL)BIS-ISOTHIOUREA",C1=CC(=CC=C1CCSC(=N)N)CCSC(=N)N
701,DB02145,1-BUTANOL,CCCCO
702,DB02159,GLYCEROL,CC(CO)O
703,DB02159,PROPYLENE GLYCOL,CC(CO)O
704,DB02169,OKADAIC ACID,CC1CCC2(CCCCO2)OC1C(C)CC(C3C(=C)C(C4C(O3)CCC5(O4)CCC(O5)C=CC(C)C6CC(=CC7(O6)C(CCC(O7)CC(C)(C(=O)O)O)O)C)O)O
705,DB02175,METHYLMALONIC ACID,C(C(=O)O)C(=O)O
706,DB02175,VANILLIN,C(C(=O)O)C(=O)O
707,DB02178,PHENYLACETALDEHYDE,C1=CC=C(C=C1)CC=O
708,DB02192,PHENYLACETALDEHYDE,C1=CC=C(C=C1)CCO
709,DB02198,BROMOACETATE,C(C(=O)O)Br
710,DB02224,TAXIFOLIN,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
711,DB02232,CATECHIN,C1=CC=C(C(=C1)O)O
712,DB02232,CATECHOL,C1=CC=C(C(=C1)O)O
713,DB02234,ETIRON,CCSC(=N)N
714,DB02539,ETIRON,CCSC(=N)N
715,DB02255,N-(2(R)-2-(HYDROXAMIDOCARBONYLMETHYL)-4-METHYLPENTANOYL)-L-TRYPTOPHAN METHYLAMIDE,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC
716,DB02261,PLATELET ACTIVATING FACTOR,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)C
717,DB02262,OLEIC ACID,C1=C(NC(=O)NC1=O)C(=O)O
718,DB02266,FLUFENAMIC ACID,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F
719,DB02282,5'-METHYLTHIOADENOSINE,CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
720,DB02292,IROSUSTAT,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N
721,DB02296,ISOPENTYL ALCOHOL,CC(C)CCO
722,DB02329,CARBENOXOLONE,CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C
723,DB02342,2-METHOXYESTRADIOL,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O
724,DB02345,SELENOCYSTEINE,C(C(C(=O)O)N)[SeH]
725,DB02362,4-AMINOBENZOIC ACID,C1=CC(=CC=C1C(=O)O)N
726,DB02365,"1,10-PHENANTHROLINE",C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1
727,DB02375,MYRICETIN,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
728,DB02406,OLEIC ACID,CCCCC(=O)O
729,DB02424,GELDANAMYCIN,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC
730,DB02428,QUINOLINIC ACID,C1=CC=C2C(=C1)C=CC(=N2)C(=O)O
731,DB02440,DECANE,CCCCCCCC
732,DB02440,NONANE,CCCCCCCC
733,DB02440,OLEIC ACID,CCCCCCCC
734,DB02440,PALMITIC ACID,CCCCCCCC
735,DB02440,TRIDECANE,CCCCCCCC
736,DB02448,ARACHIDONIC ACID,CCCCCCCCCCCCC(=O)O
737,DB02448,OLEIC ACID,CCCCCCCCCCCCC(=O)O
738,DB02448,PALMITIC ACID,CCCCCCCCCCCCC(=O)O
739,DB02507,WARFARIN,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
740,DB02509,FARNESOL,CC(=CCCC(=CCCC(=CCO)C)C)C
741,DB02513,THYMOL,CC1=CC(=C(C=C1)C(C)C)O
742,DB02520,DITIOCARB,CCN(CC)C(=S)S
743,DB02527,CYCLIC AMP,C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O
744,DB02530,GAMMA-AMINOBUTYRIC ACID,C(CC(=O)O)CN
745,DB02533,PIMAGEDINE,C(=NN)(N)N
746,DB02536,GLYCEROL,C(C(C=O)O)O
747,DB02546,VORINOSTAT,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
748,DB02579,ACRYLIC ACID,C=CC(=O)O
749,DB05384,ACRYLIC ACID,C=CC(=O)O
750,DB02587,COLFORSIN,CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O
751,DB02606,ISOBUTYL ALCOHOL,CCC(C)O
752,DB02621,LATRUNCULIN A,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=CC=C1)C
753,DB02648,CARNITINE,C[N+](C)(C)CC(CC(=O)O)O
754,DB02656,2-(4-MORPHOLINYL)-8-PHENYL-4H-1-BENZOPYRAN-4-ONE,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4
755,DB02659,CHOLIC ACID,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
756,DB02659,SODIUM CHOLATE,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
757,DB02701,6-AMINONICOTINAMIDE,C1=CC(=CN=C1)C(=O)N
758,DB02701,NIACIN,C1=CC(=CN=C1)C(=O)N
759,DB02701,NIACINAMIDE,C1=CC(=CN=C1)C(=O)N
760,DB02709,RESVERATROL,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
761,DB02712,SORBINIL,C1COC2=C(C13C(=O)NC(=O)N3)C=C(C=C2)F
762,DB02736,ACETAMIDE,CC(=O)N
763,DB02736,ACETIC ACID,CC(=O)N
764,DB02736,METHYLFORMAMIDE,CC(=O)N
765,DB02764,DECANE,CCCCCC
766,DB02764,HEXANES,CCCCCC
767,DB02764,N-HEXANE,CCCCCC
768,DB02764,OLEIC ACID,CCCCCC
769,DB02764,PALMITIC ACID,CCCCCC
770,DB02764,TRIDECANE,CCCCCC
771,DB02771,LAURIC ACID,CCCCCCCCCCCC
772,DB02771,N-DODECANE,CCCCCCCCCCCC
773,DB02771,OLEIC ACID,CCCCCCCCCCCC
774,DB02771,PALMITIC ACID,CCCCCCCCCCCC
775,DB02772,SUCROSE,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
776,DB02774,GLYCEROL,C(CO)CO
777,DB02826,DECANE,CCCCCCCCCC
778,DB02826,LAURIC ACID,CCCCCCCCCC
779,DB02826,OLEIC ACID,CCCCCCCCCC
780,DB02826,PALMITIC ACID,CCCCCCCCCC
781,DB02826,TRIDECANE,CCCCCCCCCC
782,DB02826,UNDECANE,CCCCCCCCCC
783,DB02855,N-(3-PROPYLCARBAMOYLOXIRANE-2-CARBONYL)-ISOLEUCYL-PROLINE,CCCNC(=O)C(CC(=O)NC(C(C)CC)C(=O)N1CCCC1C(=O)O)O
784,DB02877,"4-(2-(5,6,7,8-TETRAHYDRO-5,5,8,8-TETRAMETHYL-2-NAPHTHALENYL)-1-PROPENYL)BENZOIC ACID",CC(=CC1=CC=C(C=C1)C(=O)O)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C
785,DB02893,METHIONINE,CSCCC(C(=O)O)N
786,DB02901,DIHYDROTESTOSTERONE,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C
787,DB02932,BICALUTAMIDE,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
788,DB02938,LAURIC ACID,CCCCCCC(=O)O
789,DB02938,OLEIC ACID,CCCCCCC(=O)O
790,DB02938,PALMITOLEIC ACID,CCCCCCC(=O)O
791,DB02961,DEOXYGLUCOSE,CC(C(C(C(C=O)O)O)O)O
792,DB02967,ETHYLMALEIMIDE,CCN1C(=O)C=CC1=O
793,DB02994,CACODYLIC ACID,C[As](=O)(C)O
794,DB02998,METRIBOLONE,CC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C)O
795,DB03029,2-XYLENE,CC1=CC=CC=C1C
796,DB03029,XYLENES,CC1=CC=CC=C1C
797,DB03034,LEVOFLOXACIN,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
798,DB03044,BIRB 796,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5
799,DB03057,MALONDIALDEHYDE,C(C=O)C=O
800,DB03085,ACETIC ACID,C(C(=O)O)O
801,DB03085,GLYCOLIC ACID,C(C(=O)O)O
802,DB03106,INOSITOL,C1(C(C(C(C(C1O)O)O)O)O)O
803,DB03106,NITROFURAZONE,C1(C(C(C(C(C1O)O)O)O)O)O
804,DB03106,PINITOL,C1(C(C(C(C(C1O)O)O)O)O)O
805,DB03107,CYPERMETHRIN,C(CN)C(=O)O
806,DB03119,DECANE,CCCCC
807,DB03119,OLEIC ACID,CCCCC
808,DB03119,PALMITIC ACID,CCCCC
809,DB03119,PENTANAL,CCCCC
810,DB03128,ACETYLCHOLINE,CC(=O)OCC[N+](C)(C)C
811,DB03138,SODIUM PERCHLORATE,[O-]Cl(=O)(=O)=O
812,DB03166,ACETIC ACID,CC(=O)[O-]
813,DB03166,SODIUM ACETATE,CC(=O)[O-]
814,DB03193,ALPHA-LINOLENIC ACID,CCCCCCCCCCCCCCCCCC(=O)O
815,DB03193,LINOLEIC ACID,CCCCCCCCCCCCCCCCCC(=O)O
816,DB03193,OLEIC ACID,CCCCCCCCCCCCCCCCCC(=O)O
817,DB03193,STEARIC ACID,CCCCCCCCCCCCCCCCCC(=O)O
818,DB03209,POTASSIUM OXONATE,C1(=NC(=O)NC(=O)N1)C(=O)O
819,DB03227,NICOTINAMIDE MONONUCLEOTIDE,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)N
820,DB03247,RIBOFLAVIN,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O
821,DB03255,PHENOL,C1=CC=C(C=C1)O
822,DB03266,GLUTARAL,C(CC=O)CC=O
823,DB03285,ISOLIQUIRITIGENIN,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O
824,DB03310,GLUTATHIONE DISULFIDE,C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N
825,DB03322,PROPRANOLOL,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
826,DB03345,MERCAPTOETHANOL,C(CS)O
827,DB03381,PALMITIC ACID,CCCCCCCCCCCCCCCC=O
828,DB03428,SU 9516,COC1=CC2=C(C=C1)NC(=O)C2=CC3=CN=CN3
829,DB03454,3-METHYLCATECHOL,CC1=C(C(=CC=C1)O)O
830,DB03462,THYMINE,CC1=CNC(=O)NC1=O
831,DB03463,XYLENES,CC1=CC=C(C=C1)C
832,DB03467,LIQUIRITIGENIN,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
833,DB03467,NARINGENIN,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
834,DB03496,ALVOCIDIB,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
835,DB03518,MEVALONIC ACID,CC(CCO)(CC(=O)[O-])O
836,DB03528,ADENOSINE,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
837,DB03533,GUR,C12C(NC(=O)N1)NC(=O)N2
838,DB03561,BENZENE,C1CCCCC1
839,DB03563,N-TETRADECANE,CCCCCCCCCCCCCC
840,DB03563,OLEIC ACID,CCCCCCCCCCCCCC
841,DB03563,PALMITIC ACID,CCCCCCCCCCCCCC
842,DB03568,BUTYRIC ACID,CCCC(=O)O
843,DB03568,LAURIC ACID,CCCC(=O)O
844,DB03568,OLEIC ACID,CCCC(=O)O
845,DB03575,DUST,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3
846,DB03575,PHENCYCLIDINE,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3
847,DB03578,PYRUVAMIDE,CC(=O)C(=O)N
848,DB03587,PYRUVALDEHYDE,CC(=O)C=O
849,DB03600,OLEIC ACID,CCCCCCCCCC(=O)O
850,DB03601,LIQUIRITIGENIN,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O
851,DB03608,DIMINAZENE,C1=CC(=CC=C1C(=N)N)NN=NC2=CC=C(C=C2)C(=N)N
852,DB03608,DIMINAZENE ACETURATE,C1=CC(=CC=C1C(=N)N)NN=NC2=CC=C(C=C2)C(=N)N
853,DB03636,GLYCINE,C(C(=O)N)N
854,DB03688,CITRIC ACID,C(CO)C(=O)O
855,DB03701,VANOXERINE,C1=CC=C(C=C1)C(=NNC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])CCl
856,DB03703,PHENOL,C1CCC(CC1)O
857,DB03703,TRAMADOL,C1CCC(CC1)O
858,DB03715,OLEIC ACID,CCCCCCCCCCCCCCC
859,DB03715,PALMITIC ACID,CCCCCCCCCCCCCCC
860,DB03733,ETHYLENE DICHLORIDE,C(CCl)Cl
861,DB03766,ACRYLIC ACID,CCC(=O)O
862,DB03766,ARACHIDONIC ACID,CCC(=O)O
863,DB03766,OLEIC ACID,CCC(=O)O
864,DB03766,PALMITIC ACID,CCC(=O)O
865,DB03766,PROPIONIC ACID,CCC(=O)O
866,DB03777,BISINDOLYLMALEIMIDE,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
867,DB03777,BISINDOLYLMALEIMIDE I,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54
868,DB03793,BENZOIC ACID,C1=CC=C(C=C1)C(=O)O
869,DB03793,SODIUM BENZOATE,C1=CC=C(C=C1)C(=O)O
870,DB03796,OLEIC ACID,CCCCCCCCCCCCCCCC(=O)O
871,DB03796,PALMITIC ACID,CCCCCCCCCCCCCCCC(=O)O
872,DB03796,PALMITOLEIC ACID,CCCCCCCCCCCCCCCC(=O)O
873,DB03843,CARBON MONOXIDE,C=O
874,DB03843,FORMALDEHYDE,C=O
875,DB03843,METHANOL,C=O
876,DB03849,CILOMILAST,COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)O)C#N)OC3CCCC3
877,DB03852,EUCALYPTOL,CC1(C2CCC(O1)(CC2)C)C
878,DB03900,TERT-BUTYL ALCOHOL,CC(C)(C)O
879,DB03902,OXALIC ACID,C(=O)(C(=O)O)O
880,DB03921,HTS 466284,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4
881,DB03945,PHOSPHORYLCHOLINE,C[N+](C)(C)CCOP(=O)(O)O
882,DB03946,PROTOCATECHUIC ACID,C1=CC(=C(C=C1C(=O)O)O)O
883,DB03967,SODIUM DODECYL SULFATE,CCCCCCCCCCCCOS(=O)(=O)O
884,DB03994,GLYCINE,C(CO)N
885,DB04066,TRANS-3-(4'-HYDROXYPHENYL)-2-PROPENOIC ACID,C1=CC(=CC=C1C=CC(=O)O)O
886,DB04077,AMITROLE,C(C(CO)O)O
887,DB04077,GLYCEROL,C(C(CO)O)O
888,DB04093,UNDECANAL,CCCCCCCCCCC=O
889,DB04115,BERBERINE,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
890,DB04120,4-METHYLCATECHOL,CC1=CC(=C(C=C1)O)O
891,DB04173,FRUCTOSE,C(C1C(C(C(O1)(CO)O)O)O)O
892,DB04183,METHYLMALONIC ACID,CC(C(=O)O)C(=O)O
893,DB04209,DEQUALINIUM,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C
894,DB04216,QUERCETIN,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
895,DB04221,DIDECYLDIMETHYLAMMONIUM,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
896,DB04224,OLEIC ACID,CCCCCCCCC=CCCCCCCCC(=O)O
897,DB04257,OLEIC ACID,CCCCCCC=CCCCCCCCC(=O)O
898,DB04257,PALMITOLEIC ACID,CCCCCCC=CCCCCCCCC(=O)O
899,DB04272,CITRIC ACID,C(C(=O)O)C(CC(=O)O)(C(=O)O)O
900,DB04297,TRICHOSTATIN A,CC(C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
901,DB04339,CARBOCYSTEINE,C(C(C(=O)O)N)SCC(=O)O
902,DB04339,SALINOMYCIN,C(C(C(=O)O)N)SCC(=O)O
903,DB04343,OXALIC ACID,C(=O)C(=O)O
904,DB04349,GLYCEROL,CC(CO)O
905,DB04365,ARECOLINE,CN1CCC=C(C1)C(=O)OC
906,DB04377,CITRIC ACID,CC(CC(=O)O)(CC(=O)O)O
907,DB04381,2-BUTENAL,CC=CC=O
908,DB04417,4-NITROPHENOL,C1=CC(=CC=C1[N+](=O)[O-])O
909,DB04422,HOMOCYSTEINE,C(CS)C(C(=O)O)N
910,DB04455,BETAINE,C[N+](C)(C)CC(=O)O
911,DB04456,ARSENIC TRIOXIDE,O[As](O)O
912,DB04456,ARSENITE,O[As](O)O
913,DB04462,"4,5,6,7-TETRABROMO-2-AZABENZIMIDAZOLE",C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br
914,DB04468,AFIMOXIFENE,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
915,DB04519,OCTANOIC ACID,CCCCCCCC(=O)O
916,DB04519,OLEIC ACID,CCCCCCCC(=O)O
917,DB04519,PALMITIC ACID,CCCCCCCC(=O)O
918,DB04557,ARACHIDONIC ACID,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
919,DB04573,ESTRIOL,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
920,DB04574,ESTRONE,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
921,DB04574,ESTRONE SULFATE,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O
922,DB04630,ALDOSTERONE,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O
923,DB04652,CORTICOSTERONE,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O
924,DB04652,CORTISONE,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O
925,DB04665,COUMARIN,C1=CC=C2C(=C1)C=CC(=O)O2
926,DB04690,CAMPTOTHECIN,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
927,DB04693,ESTRADIOL,CC12CCC3C(C1CCC2=O)CCC4C3CCC(=O)C4
928,DB04705,25-HYDROXYCHOLESTEROL,CC(CCCC(C)(C)O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
929,DB04714,ISOPENTENYL PYROPHOSPHATE,CC(=C)CCOP(=O)(O)OP(=O)(O)O
930,DB04716,"2-TERT-BUTYL-9-FLUORO-3,6-DIHYDRO-7H-BENZ(H)IMIDAZO(4,5-F)ISOQUINOLINE-7-ONE",CC(C)(C)C1=NC2=C(N1)C3=C(C=C(C=C3)F)C4=C2C=CNC4=O
931,DB04725,LICOFELONE,CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C
932,DB04741,MYXOTHIAZOL,CC(C)C=CC=CC(C)C1=NC(=CS1)C2=NC(=CS2)C=CC(C(C)C(=CC(=O)N)OC)OC
933,DB04743,NIMESULIDE,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
934,DB04746,"TRANS-10,CIS-12-CONJUGATED LINOLEIC ACID",CCCCCC=CC=CCCCCCCCCC(=O)O
935,DB04786,SURAMIN,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C
936,DB04794,BICALUTAMIDE,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4
937,DB04795,THENOYLTRIFLUOROACETONE,C1=CSC(=C1)C(=O)CC(=O)C(F)(F)F
938,DB04808,NEOMYCIN,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)O)O)N
939,DB04815,CLIOQUINOL,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1
940,DB04817,DIPYRONE,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+]
941,DB04819,METHAPYRILENE,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl
942,DB04827,URETHANE,CCOC(=O)N
